SR,SKU,Name,Address,Phone,Category,URL,Serves Beer,Serves Breakfast,Serves Brunch,Serves Dinner,Serves Lunch,Serves Vegetarian Food,Serves Wine,Takeout,Delivery,Dine In,Business Status,Rating,User Ratings Total,Latitude,Longitude
99,,Laverie cave grillade officielle,"RFJJ+2QP, Yaoundé, Cameroon",,"- night_club
- bar
- point_of_interest
- establishment",https://maps.google.com/?cid=2873506947107681002,True,False,False,False,False,False,False,False,False,True,OPERATIONAL,1,1,3.830084499999999,11.4819685
100,,Au Bistro,"Au bistro, Au bistro Carrefour Yaya, Soa, Cameroon",6 57 90 80 51,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=1779695295393248125,False,False,False,False,True,False,False,True,True,True,OPERATIONAL,0,0,3.959786799999999,11.5842217
101,,"Restaurant le Biniou, Yaoundé","BP 2083, Yaoundé, Cameroon",6 99 50 31 68,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=1486678900056367183,True,True,True,True,True,True,True,True,False,True,OPERATIONAL,4,419,3.8894866,11.5155263
102,,Le Muguet Restaurant-Bar,"1819 Rue Charles BINDZI, Yaoundé, Cameroon",6 72 19 47 51,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=15835365303611198666,True,True,False,True,True,False,True,True,False,True,OPERATIONAL,4.3,20,3.8982074,11.5190334
103,,La table du village,"VG83+5PR, 8119, Yaoundé, Cameroon",6 94 52 41 79,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=15954382436681377446,True,False,False,True,True,False,False,True,True,True,OPERATIONAL,3.8,17,3.865483,11.5042756
104,,Elig Edzoa Market,"Rue 1.541 - Yaoundé I, Yaoundé, Cameroon",6 72 53 80 28,"- point_of_interest
- establishment",https://maps.google.com/?cid=15432040213256022887,False,False,False,False,False,False,False,False,False,False,OPERATIONAL,3.3,860,3.8915308,11.5332921
105,,MASKS Resto Bar,"Nje claude emmanuel igor, Bastos, Yaoundé, Cameroon",6 74 32 32 32,"- bar
- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=8663193074728259158,True,True,True,True,True,True,True,True,True,True,OPERATIONAL,4.4,492,3.893088999999999,11.5087584
106,,K'TOWN CONNECT BAR RESTO,"RFJH+2V5, Yaoundé, Cameroon",6 75 79 41 05,"- bar
- point_of_interest
- establishment",https://maps.google.com/?cid=7394068234176783590,True,False,False,False,False,False,True,False,False,True,OPERATIONAL,4.5,2,3.8300097,11.479747
107,,Restaurant Le Parfum D'éden,"carrefour IPtec Nkolndongo, VG6H+GFV, Yaoundé, Cameroon",6 90 44 55 92,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=13855816063302305467,True,True,True,True,True,True,True,True,True,True,OPERATIONAL,3.5,162,3.861366299999999,11.5286604
108,,Mimba box,"Monte Jouvence, Yaoundé, Cameroon",6 57 05 65 19,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=9273379568164671803,True,True,True,True,True,True,True,True,True,True,OPERATIONAL,3.8,79,3.8300064,11.4813412
109,,Sarepta,"Unnamed Rd, Yaoundé, Cameroon",,"- bakery
- food
- store
- point_of_interest
- establishment",https://maps.google.com/?cid=15711637730185969357,False,False,False,False,False,False,False,True,True,False,OPERATIONAL,3.6,31,3.8299055,11.4716548
110,,Bantu Village,"Yaoundé, Cameroon",,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=6409550000468358417,True,False,False,True,True,False,True,True,True,True,OPERATIONAL,4.5,8,3.8695469,11.5236518
111,,LES DELICES DE LA PARISIENNE,"VG6G+X3R, Rue Many Ewondo, Yaoundé, Cameroon",6 98 05 06 00,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=635677339348856288,False,False,False,True,True,False,False,True,False,True,OPERATIONAL,5,4,3.862494099999999,11.5251477
112,,En Marche Restaurant,"RFQV+JFQ, Yaoundé, Cameroon",6 80 17 77 14,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=7764270700168898487,True,True,True,True,True,True,True,True,True,True,OPERATIONAL,3.7,88,3.8390784,11.4937369
113,,Village bar,"VCFR+WV6, N3, Yaoundé, Cameroon",,"- bar
- point_of_interest
- establishment",https://maps.google.com/?cid=6601194150424449246,True,False,False,False,False,False,False,False,False,True,OPERATIONAL,3.7,3,3.874784899999999,11.4421528
114,,Dovv Bastos Supermarket,"Yaoundé, Cameroon",6 90 12 96 42,"- supermarket
- grocery_or_supermarket
- point_of_interest
- store
- food
- establishment",https://maps.google.com/?cid=13075147204501337979,False,False,False,False,False,False,False,False,True,False,OPERATIONAL,3.7,2242,3.8927069,11.5101573
115,,Rustick Home - Restaurant Yaoundé,"VFHM+66W, Mnt des Soeurs, Yaoundé, Cameroon",6 93 73 01 20,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=2801130073482657885,True,True,False,True,True,True,True,True,False,True,OPERATIONAL,4.1,60,3.8781195,11.4830783
116,,Pizzeria Glacier Grill Dolcezza,"Ahala au niveau de l'entrée Nosa après la station d'essence Neptune, Yaoundé, Cameroon",6 59 05 53 67,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=8383762430404333740,False,False,False,True,True,False,False,True,True,True,OPERATIONAL,4.3,10,3.794529,11.4815638
117,,Réjouissance Bar,"RFFC+CG5, Unnamed Rd, Yaoundé, Cameroon",6 79 69 73 11,"- bar
- point_of_interest
- establishment",https://maps.google.com/?cid=2281799158443658344,True,False,False,False,False,False,True,False,False,True,OPERATIONAL,0,0,3.8235242,11.4713641
118,,Dolce Vita,"VG88+WP5, Ave Merechal Foch, Yaoundé, Cameroon",2 22 23 28 84,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=613022867263644231,True,True,True,True,True,True,True,True,True,True,OPERATIONAL,3.4,502,3.8672708,11.5168523
119,,Evander restaurant,"RF6C+XVJ lampadaire simbock, 3, Yaoundé, Cameroon",,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=5894349944984108888,True,False,False,True,True,False,False,True,False,False,OPERATIONAL,0,0,3.812462299999999,11.4721442
120,,BON FEELING Restaurant & Lounge,"Mbadoumou, Yaoundé, Cameroon",6 79 79 26 37,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=5838311850946523893,True,True,True,True,True,True,True,True,True,True,OPERATIONAL,3.7,22,3.8061211,11.4444875
121,,Shanghai snack Bar,"10m after Carrefour TKC, Yaoundé, Yaoundé, Cameroon",,"- bar
- point_of_interest
- establishment",https://maps.google.com/?cid=11836813294752952003,True,False,False,False,False,False,True,True,False,True,OPERATIONAL,4,4,3.8416739,11.4780158
122,,Santa Lucia Ahala,"Santa Lucia, Yaoundé, Cameroon",,"- supermarket
- grocery_or_supermarket
- food
- point_of_interest
- store
- establishment",https://maps.google.com/?cid=185834756760428979,False,False,False,False,False,False,False,False,True,False,OPERATIONAL,4.2,208,3.795235899999999,11.4920315
123,,Gourmandise de MAKRITA,"679025501, 691390274, Yaoundé, Cameroon",6 91 39 02 74,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=17559796074595683026,True,True,False,True,True,False,False,True,True,True,OPERATIONAL,5,1,3.832771799999999,11.4703947
124,,"Diana Bar, Yaoundé","RFJC+F89, Unnamed Rd, Yaoundé, Cameroon",,"- bar
- point_of_interest
- establishment",https://maps.google.com/?cid=16496270078498686659,True,False,False,False,False,False,True,False,False,True,OPERATIONAL,3.5,23,3.831167899999999,11.4708461
125,,L'Antidote Bar-Restaurant Chez Maman Marie-co,"RFM9+HRC, Yaoundé, Cameroon",6 51 30 33 03,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=10415957868802869226,True,False,False,True,True,False,True,True,False,True,OPERATIONAL,4,1,3.8339276,11.4695046
126,,Down Beach Groove By Denxel Abweh,"Rue 7.996 simbok, 6, Yaoundé, Cameroon",6 54 24 32 24,"- meal_takeaway
- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=16685660167286926406,False,False,False,False,False,False,False,False,True,False,OPERATIONAL,3,4,3.8117042,11.4703357
127,,Le Safoutier Restaurant,"Hilton Hotel, Yaoundé, Cameroon",6 50 00 29 29,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=7236347994290948941,True,True,True,True,True,False,True,True,True,True,OPERATIONAL,4,693,3.864405799999999,11.5161311
128,,JoDi Bites,"Grand Chefere Simbock, Immeuble DC, Yaoundé, Cameroon",6 80 48 18 70,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=6430883992442433551,False,False,False,True,False,False,False,True,True,True,OPERATIONAL,5,5,3.861685300000001,11.5202292
129,,C Pizza - Biyem Assi,"RFVV+X68 699965888 699965888, Yaoundé, Cameroon",,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=13635475599932031915,True,False,False,True,True,False,True,True,True,True,OPERATIONAL,3.8,17,3.8449205,11.4930678
130,,Mme Francyn,"Yaoundé, Cameroon",6 97 51 15 98,"- bakery
- restaurant
- food
- store
- point_of_interest
- establishment",https://maps.google.com/?cid=7673596340693664359,False,False,False,False,False,False,False,False,True,False,OPERATIONAL,5,7,3.8037336,11.5306305
131,,CHOP-FIRS RESTAURANT/ BAR,"RFFC+QM6, Yaoundé, Cameroon",6 52 65 19 02,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=10547739587943480472,True,False,False,True,True,False,True,True,False,True,OPERATIONAL,4.7,9,3.8244166,11.4716331
132,,Juliet Joe,"VF3X+2CF, Yaoundé, Cameroon",6 98 51 28 30,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=9706174755015008221,True,True,True,True,True,True,True,True,True,True,OPERATIONAL,3.4,696,3.852559099999999,11.4985589
133,,Bastos,"RFPM+CPR Rond Point Express, Yaoundé, Cameroon",,"- bakery
- food
- store
- point_of_interest
- establishment",https://maps.google.com/?cid=11010798509958548996,False,False,False,False,False,False,False,True,True,False,OPERATIONAL,4,1,3.836120199999999,11.4842542
134,,Le VENUS Snack Bar VIP,"RFPM+8VH, Yaoundé, Cameroon",6 97 39 02 81,"- bar
- point_of_interest
- establishment",https://maps.google.com/?cid=7513249275690431756,True,False,False,False,False,False,True,False,False,True,OPERATIONAL,4.2,17,3.8358241,11.4847349
135,,DELICIOUS CAFÉ RESTAURANT (BAR),"RFXP+G84, Yaoundé, Cameroon",6 75 77 20 19,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=12626329845382524025,True,False,False,False,False,False,False,False,False,False,OPERATIONAL,5,2,3.848770999999999,11.4858179
136,,Chez Dada,"RFFG+FWP, Yaoundé, Cameroon",6 75 53 68 94,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=7978835741082397941,True,False,False,True,True,False,True,True,False,True,OPERATIONAL,4.5,8,3.823721299999999,11.47734
137,,Marché Messassi,"Yaoundé, Cameroon",6 53 54 91 98,"- point_of_interest
- establishment",https://maps.google.com/?cid=1740819782484595998,False,False,False,False,False,False,False,False,False,False,OPERATIONAL,3.3,1439,3.9418125,11.5181875
138,,Hamdallah,"157, Yaoundé, Cameroon",,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=7117695724726352243,False,False,False,False,False,False,False,True,False,False,OPERATIONAL,4,1,3.8296435,11.4823846
139,,Abby's twisted Bakery,"Carrefour simbock, Dovv, Yaoundé, Cameroon",6 53 72 50 08,"- bakery
- food
- store
- point_of_interest
- establishment",https://maps.google.com/?cid=6073425157197563622,False,False,False,False,False,False,False,True,True,False,OPERATIONAL,0,0,3.8242364,11.473383
140,,Refresh & Relax Salon,"Carrefour simbock, Yaoundé, Cameroon",6 96 61 02 65,"- hair_care
- bar
- health
- restaurant
- food
- store
- point_of_interest
- establishment",https://maps.google.com/?cid=14989008801230646224,False,False,False,False,False,False,False,False,True,False,OPERATIONAL,0,0,3.8236412,11.4719876
141,,"La Pizzeria, Yaoundé","Bastos Golfe Derriere US Peace Corps 117, Yaoundé, Cameroon",2 43 38 92 76,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=10150240621603038056,True,False,False,True,True,True,True,True,True,True,OPERATIONAL,4.2,519,3.9046361,11.5025285
142,,Galapagos Pizza Odza,"RG4J+X2G, N2, Yaoundé, Cameroon",,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=4369663156895082266,True,False,False,True,True,False,False,True,True,True,OPERATIONAL,4,6,3.8074395,11.530075
143,,Bakery Du Secret,"RFJ9+FM8 Mendong, Yaoundé, Cameroon",6 70 04 57 73,"- bakery
- food
- store
- point_of_interest
- establishment",https://maps.google.com/?cid=14898019096081825775,False,False,False,False,False,False,False,True,True,False,OPERATIONAL,4.2,20,3.8311721,11.4692163
144,,Bakery Noblesse,"RFJC+JVM, Yaoundé, Cameroon",6 51 68 43 53,"- bakery
- point_of_interest
- store
- food
- establishment",https://maps.google.com/?cid=6979291589743862634,False,False,False,False,False,False,False,True,True,True,OPERATIONAL,2.6,9,3.8315795,11.4721739
145,,Baleveng bar pressing,"RFMC+RQ2, Yaoundé, Cameroon",,"- bar
- point_of_interest
- establishment",https://maps.google.com/?cid=14530080203259043365,True,False,False,False,False,False,True,False,False,False,OPERATIONAL,5,1,3.8345191,11.4718936
146,,Restaurant Amazone Yaoundé,"VG72+7F2, Yaoundé, Cameroon",6 98 42 44 59,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=699140948842583813,False,False,False,True,False,False,False,False,False,False,OPERATIONAL,0,0,3.8631434,11.5011369
147,,Carrefour entrée irad,"125, Yaoundé, Cameroon",,"- supermarket
- grocery_or_supermarket
- food
- store
- point_of_interest
- establishment",https://maps.google.com/?cid=3103744496796213845,False,False,False,False,False,False,False,False,True,False,OPERATIONAL,5,2,3.8729692,11.4300771
148,,Mangeons bio,"Yaoundé simbock, Yaoundé, Cameroon",6 52 33 86 52,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=17974766140288015433,False,False,False,True,False,False,False,False,True,False,OPERATIONAL,0,0,3.821478300000001,11.4720138
149,,Le Vieux Four Restaurant N Fast Food,"VG99+HGP, Ave De I'Independance, Yaoundé, Cameroon",6 56 39 37 22,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=6464270524731596529,True,False,False,False,True,False,True,True,True,True,OPERATIONAL,3.8,8,3.868967800000001,11.5188298
150,,Boulangerie les merveilles,"QF8M+M88, Afanoya, Cameroon",,"- bakery
- point_of_interest
- store
- food
- establishment",https://maps.google.com/?cid=4119520382511327217,False,False,False,False,False,False,False,True,True,False,OPERATIONAL,0,0,3.766667,11.483333
151,,Casino Supermarché Bastos,"VGQ8+5CC, Yaoundé, Cameroon",6 54 58 97 00,"- supermarket
- grocery_or_supermarket
- food
- store
- point_of_interest
- establishment",https://maps.google.com/?cid=14571061702545829918,False,False,False,False,False,False,False,False,True,False,OPERATIONAL,3.7,983,3.8879462,11.5160273
152,,"Santa Lucia, Mvan","RGG8+3RX Carrefour Mvan, N2, Yaoundé, Cameroon",6 65 26 30 74,"- supermarket
- grocery_or_supermarket
- food
- store
- point_of_interest
- establishment",https://maps.google.com/?cid=7295162383654369300,False,False,False,False,False,False,False,False,True,False,OPERATIONAL,3.8,3670,3.8252393,11.5171246
153,,Karlyto,"RFWX+36H, Yaoundé, Cameroon",6 72 95 69 89,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=16689271960271670426,True,False,False,True,True,False,True,True,False,True,OPERATIONAL,4,1,3.845183499999999,11.498112
154,,crispytchop,"237, rond point Damas, Yaoundé, Cameroon",6 91 65 18 91,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=761771456323383105,True,False,False,True,True,False,False,True,True,True,OPERATIONAL,4.5,2,3.8162825,11.4892004
155,,Monsieur Seven Chef pizza,"10ème arrêt nkoabang, Yaoundé, Cameroon",6 52 83 71 59,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=7361404489366180940,False,False,False,True,False,False,False,True,True,True,OPERATIONAL,4,5,3.8447025,11.5758787
156,,Jerni's cakes,"Rue omgba damas, Yaoundé, Cameroon",6 81 37 72 34,"- bakery
- food
- store
- point_of_interest
- establishment",https://maps.google.com/?cid=9102789990977354171,False,False,False,False,False,False,False,False,True,False,OPERATIONAL,5,1,3.8393908,11.4915832
157,,Krispy Cajun Chicken,"VGHX+HVG, Yaoundé, Cameroon",6 57 24 40 24,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=5627557977462802801,False,False,False,True,True,False,False,True,True,True,OPERATIONAL,3.5,24,3.878938299999999,11.5497114
158,,Raphaëlo Pizza Vogt,"Nsimeyong Face Collège Vogt, Yaoundé, Cameroon",6 90 90 90 76,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=14722371460207395949,False,False,False,True,True,False,False,True,True,True,OPERATIONAL,4.2,38,3.8414951,11.4990941
159,,SANTA LUCIA MOKOLO Supermarché,"Rue Nana Tchakounte, Yaoundé, Cameroon",6 94 16 40 63,"- supermarket
- grocery_or_supermarket
- food
- store
- point_of_interest
- establishment",https://maps.google.com/?cid=6899176845080522483,False,False,False,False,False,False,False,False,True,False,OPERATIONAL,3.6,888,3.874,11.4993792
160,,Raphaëlo Pizza Simbock,"Entrée simbock, Yaoundé, Cameroon",6 90 90 90 76,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=17354044501311466721,True,False,False,True,True,True,True,True,True,True,OPERATIONAL,3.7,79,3.8297974,11.4716802
161,,Mr Burger,"Ambassade israel, Yaoundé, Cameroon",6 98 58 11 76,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=13998014509022933165,False,False,False,True,True,False,False,True,True,True,OPERATIONAL,4.3,24,3.8925028,11.5166853
162,,Bouillon de chèvre chez Grand charlie,"RFPM+48Q, Unnamed Rd, Yaoundé, Cameroon",6 53 89 90 40,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=3734354846755644584,True,False,False,False,True,False,True,True,False,True,OPERATIONAL,4.1,14,3.835331,11.4833741
163,,KYMIA RESTAURANT,"840 Rue Joseph Essono Balla, Yaoundé, Cameroon",6 97 10 76 58,"- restaurant
- grocery_or_supermarket
- night_club
- bar
- food
- store
- point_of_interest
- establishment",https://maps.google.com/?cid=17289225609977952165,True,True,True,True,True,True,True,True,True,True,OPERATIONAL,4.2,64,3.8799056,11.52431
164,,SAMA SHAWARMA,"RFQV+WVQ, Yaoundé, Cameroon",6 75 65 40 69,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=10236817252561699393,False,True,False,True,True,False,False,True,True,True,OPERATIONAL,3.8,56,3.8398334,11.4947398
165,,Dovv Marché Central,"Rue Goker, Yaoundé, Cameroon",6 90 12 96 42,"- supermarket
- grocery_or_supermarket
- point_of_interest
- store
- food
- establishment",https://maps.google.com/?cid=16377249074087762791,False,False,False,False,False,False,False,False,True,False,OPERATIONAL,3.8,126,3.864980799999999,11.5188901
166,,White House Restaurant,"Nkol Eton, Yaoundé, Cameroon",6 59 98 12 87,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=1366990587614953526,True,True,True,True,True,True,True,True,True,True,OPERATIONAL,3.9,280,3.9040808,11.5159127
167,,Tchoko's food official,"VG8R+F5G, Yaoundé, Cameroon",6 92 15 68 96,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=16351759177962817619,True,False,False,True,True,False,False,True,False,True,OPERATIONAL,5,2,3.8661776,11.5404559
168,,ADADA,"VGJ5+25G, Yaoundé, Cameroon",6 55 75 86 21,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=2975744320884047570,True,False,False,True,True,False,False,True,False,True,OPERATIONAL,3,2,3.8800659,11.5079648
169,,Àllo Pizza Mendong,"RFH6+PGG, Unnamed Rd, Yaoundé, Cameroon",6 97 55 92 42,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=6463087298482701600,True,False,False,True,True,True,True,True,True,True,OPERATIONAL,4,18,3.8293149,11.461324
170,,Carrefour palmeraie Mbandoumou,"RC6X+9WQ, Mbankomo, Cameroon",,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=614594724233198517,False,False,False,False,False,False,False,False,False,False,OPERATIONAL,1,1,3.810968100000001,11.4498455
171,,AFRICANA CLUB,"quartier fouda, Yaoundé, Cameroon",6 97 49 24 33,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=5928776490273398968,True,False,False,True,True,False,True,True,True,True,OPERATIONAL,0,0,3.8756343,11.53014
172,,THE ANGELS CAFÉ OFFICIAL,"Yaoundé, Cameroon",6 95 76 45 78,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=7827851134556817674,False,False,False,False,False,False,False,True,True,True,OPERATIONAL,5,1,3.835682600000001,11.5054167
173,,Garden State Restaurant and Lounge,"bp:, face mairie de yaoundé 5, 364 Ave Germaine Ahidjo, Yaoundé, Cameroon",6 93 11 47 07,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=13255524357395526031,True,True,True,True,True,True,True,True,True,True,OPERATIONAL,4,68,3.8718074,11.5341723
174,,CrunchFood #Mange d'abord,"14947 Biyem-assi, après Rondpoint Express, en face de l'entrée saint-étienne, Yaoundé, Cameroon",6 77 54 43 28,"- meal_delivery
- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=1553972375245926527,False,False,False,False,False,False,False,True,False,True,OPERATIONAL,4.6,110,3.8336589,11.4830013
175,,Mini Prix Bastos,"VGR6+RRX, Yaoundé, Cameroon",,"- grocery_or_supermarket
- point_of_interest
- store
- food
- establishment",https://maps.google.com/?cid=105770181975364054,False,False,False,False,False,False,False,False,True,False,OPERATIONAL,3.9,96,3.892124400000001,11.5120985
176,,Restaurant Africain,"VGH5+8J4, Rue Sébastien Essomba, Yaoundé, Cameroon",,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=593716175016858408,True,False,False,True,True,False,True,True,True,True,OPERATIONAL,5,2,3.8782686,11.5090823
177,,FABULOUS spark officiel,"RFMM+7H5, Yaoundé, Cameroon",6 77 14 48 50,"- night_club
- bar
- point_of_interest
- establishment",https://maps.google.com/?cid=649647979948881334,True,False,False,False,False,False,False,False,False,False,OPERATIONAL,5,2,3.8331433,11.4839954
178,,Restaurant Kiff Be,"RFQC+8X6, Yaoundé, Cameroon",,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=9617978001157140571,True,False,False,True,True,False,False,False,False,True,OPERATIONAL,5,1,3.838278899999999,11.472397
179,,Poissonnerie Nouvelle Vague,"167 rue nationale n3, en face station Neptune , barrière ahala, Yaoundé, Cameroon",6 79 45 40 05,"- point_of_interest
- store
- food
- establishment",https://maps.google.com/?cid=16886568483754295165,False,False,False,False,False,False,False,False,True,False,OPERATIONAL,5,6,3.7942984,11.4852841
180,,Dr Shawarma,"Dr.ShawarmaA, Yaoundé, Cameroon",,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=58447295998894127,True,True,False,True,True,False,True,True,True,True,OPERATIONAL,3.6,255,3.8493384,11.5012673
181,,Kimchi Restaurant（金池餐厅）,"Unnamed Road, Yaoundé, Cameroon",6 97 14 84 36,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=13106229425989706559,True,False,False,True,True,False,True,True,False,True,OPERATIONAL,4,158,3.8911032,11.5067457
182,,PERFECT CAKE,"RFHH+RMM, Yaoundé, Cameroon",6 98 34 39 31,"- bakery
- food
- store
- point_of_interest
- establishment",https://maps.google.com/?cid=13969168309547838478,False,False,False,False,False,False,False,True,True,False,OPERATIONAL,5,1,3.8295909,11.4791686
183,,Restaurant ROYAL GARDEN,"812, Yaoundé, Cameroon",6 91 98 30 73,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=3804941108553025797,True,False,False,True,True,False,True,True,True,True,OPERATIONAL,4.2,26,3.8026275,11.5302759
184,,Mfoundi Market A,"VG8F+872, Yaoundé, Cameroon",6 96 10 61 17,"- grocery_or_supermarket
- food
- store
- point_of_interest
- establishment",https://maps.google.com/?cid=7068548183193353136,False,False,False,False,False,False,False,False,True,False,OPERATIONAL,3.5,599,3.8641402,11.522852
185,,"Restaurant Guy Marcel, Yaoundé","Monté Cavo Rue Rudolphe Abessolo, Yaoundé, Cameroon",6 91 36 12 63,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=8874574270154939829,True,True,True,True,True,True,True,True,True,True,OPERATIONAL,3.6,269,3.866986900000001,11.5270075
186,,Restaurant Kajazoma,"VGW8+4GF, Yaoundé, Cameroon",6 78 92 18 65,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=11987884151640201915,False,True,True,True,False,False,True,False,False,False,OPERATIONAL,3.9,643,3.9001407,11.5125428
187,,Secteur 12,"Nkoabang, Yaoundé, Cameroon",,"- bar
- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=704347123779386824,True,False,False,False,False,False,True,True,False,True,OPERATIONAL,3.7,21,3.852051599999999,11.5792862
188,,CHICKEN HOUSE Ekié,"BP 3781, Yaoundé, Cameroon",6 97 50 18 77,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=18171849500799522777,True,False,False,True,True,False,True,True,True,True,OPERATIONAL,4.3,10,3.8288253,11.5377428
189,,Parlement Eloumdem,"RFF6+336, Yaoundé, Cameroon",,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=14677316914952544807,True,False,False,False,True,False,True,True,False,False,OPERATIONAL,3.4,19,3.8226604,11.4601402
190,,PACHA CAFE,"Christophemixdj@gmail.com, Yaoundé, Cameroon",,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=1404556455202652003,False,False,False,False,True,False,False,True,False,True,OPERATIONAL,0,0,3.846347500000001,11.4707034
191,,Le Tamarin,"Yaoundé, Cameroon",6 92 67 90 30,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=16549719880710890623,True,False,False,True,True,False,True,True,True,True,OPERATIONAL,5,3,3.8738603,11.5261781
192,,Cubana Xtra Vip Lounge,"Damas, Yaoundé, Cameroon",6 79 83 78 24,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=2365310007168425516,True,True,False,True,True,True,True,True,True,True,OPERATIONAL,4.1,59,3.816605899999999,11.4916313
193,,Le Gondie,"VG72+2RV, Rte de Melen, Yaoundé, Cameroon",6 56 15 90 95,"- restaurant
- point_of_interest
- food
- establishment",https://maps.google.com/?cid=6584721012027359154,True,False,False,True,True,False,False,True,True,True,OPERATIONAL,3.5,55,3.8626113,11.5020596
194,,Kel's Cakes,"Mendong Carrefour banane, Yaoundé, Cameroon",6 75 61 60 16,"- bakery
- food
- store
- point_of_interest
- establishment",https://maps.google.com/?cid=8839961534327163665,False,False,False,False,False,False,False,True,True,False,OPERATIONAL,5,1,3.8360084,11.4663973
195,,Seven Hills,"Carrefour PJ, Yaoundé, Cameroon",6 54 77 72 22,"- restaurant
- food
- point_of_interest
- establishment",https://maps.google.com/?cid=8613689705376932052,True,True,True,True,True,True,True,True,True,True,OPERATIONAL,4.2,222,3.870794,11.5233962
196,,Karaoké Bar,"RG95+VJP, Yaoundé, Cameroon",,"- bar
- point_of_interest
- establishment",https://maps.google.com/?cid=3494483183789072194,True,False,False,False,False,False,False,False,False,False,OPERATIONAL,0,0,3.819569199999999,11.5091063
